industry,ai_tool,adoption_rate,daily_active_users,year
Finance,ChatGPT,17.47,9342,2023
Agriculture,Midjourney,58.62,654,2024
Technology,Midjourney,42.9,8468,2023
Healthcare,ChatGPT,23.83,1657,2024
Healthcare,Midjourney,41.77,5936,2023
Transportation,Stable Diffusion,2.19,613,2024
Transportation,Stable Diffusion,41.41,9508,2023
Retail,Midjourney,74.66,5260,2024
Agriculture,ChatGPT,38.05,898,2024
Education,Midjourney,68.71,8526,2023
Agriculture,Bard,96,4754,2024
Manufacturing,Stable Diffusion,7.1,8860,2023
Agriculture,Midjourney,57.69,1228,2024
Healthcare,Midjourney,39.1,2092,2024
Manufacturing,ChatGPT,20.26,9852,2024
Transportation,Midjourney,34.5,1214,2024
Manufacturing,ChatGPT,73.27,9058,2023
Retail,ChatGPT,69.49,4900,2024
Technology,Midjourney,49.96,2884,2024
Education,ChatGPT,80.3,1387,2024
Technology,Claude,40.42,8871,2023
Education,Midjourney,97.25,228,2023
Agriculture,ChatGPT,36.67,6125,2024
Retail,ChatGPT,62.48,9377,2023
Manufacturing,Bard,7.02,9195,2024
Transportation,Midjourney,54.87,2026,2023
Technology,ChatGPT,89.66,6620,2023
Finance,Midjourney,42.38,5816,2024
Technology,Bard,30.26,3765,2024
Agriculture,Claude,84.48,2713,2023
Manufacturing,Midjourney,77.92,5308,2024
Transportation,Stable Diffusion,96.13,2629,2024
Transportation,ChatGPT,78.91,2530,2024
Healthcare,Stable Diffusion,62.37,7131,2024
Transportation,ChatGPT,90.74,749,2024
Education,ChatGPT,99.73,5003,2024
Agriculture,Midjourney,6.26,1702,2024
Transportation,ChatGPT,5.98,5389,2024
Transportation,ChatGPT,64.61,5380,2023
Transportation,Midjourney,6.39,6769,2024
Retail,Claude,73.95,5534,2024
Manufacturing,ChatGPT,57.47,7062,2023
Technology,ChatGPT,78.32,6801,2024
Transportation,ChatGPT,81.46,2052,2023
Education,Midjourney,65.66,4060,2023
Healthcare,ChatGPT,82.9,6479,2024
Retail,Stable Diffusion,4.44,6266,2023
Agriculture,Midjourney,60.52,3286,2024
Retail,Midjourney,3.33,8749,2024
Education,Stable Diffusion,96,6796,2023
Transportation,Midjourney,23.06,5614,2024
Healthcare,Bard,68.82,8203,2024
Technology,Midjourney,67.25,397,2024
Finance,ChatGPT,90.24,5757,2023
Agriculture,ChatGPT,87.35,4944,2024
Transportation,Bard,61.9,8433,2023
Technology,Bard,76.89,1674,2024
Transportation,ChatGPT,93.97,3517,2024
Manufacturing,ChatGPT,63.1,3863,2024
Transportation,Midjourney,31.27,9117,2024
Agriculture,ChatGPT,65.89,2871,2024
Healthcare,Midjourney,99.34,3380,2024
Retail,Midjourney,4.51,3561,2024
Healthcare,Bard,47.72,5244,2024
Manufacturing,Claude,76.13,6367,2024
Finance,ChatGPT,88.44,3548,2023
Manufacturing,ChatGPT,8.66,1457,2023
Finance,Bard,95.95,527,2024
Education,Midjourney,89.55,5746,2023
Transportation,Stable Diffusion,68.34,1727,2024
Education,ChatGPT,83.46,6490,2023
Transportation,ChatGPT,15.35,5853,2024
Healthcare,ChatGPT,47.02,9536,2024
Transportation,ChatGPT,71.82,3791,2024
Manufacturing,Claude,48.67,5578,2023
Agriculture,ChatGPT,5.74,9382,2024
Technology,ChatGPT,61.63,6209,2023
Manufacturing,Midjourney,22.95,1404,2023
Technology,ChatGPT,72.67,4321,2023
Transportation,Stable Diffusion,53.38,9254,2023
Agriculture,ChatGPT,70.37,8196,2024
Healthcare,Midjourney,62.27,9782,2024
Finance,Midjourney,36.92,3661,2024
Retail,ChatGPT,43.15,6938,2024
Education,Midjourney,99.1,1174,2024
Agriculture,ChatGPT,61.31,4110,2024
Finance,Stable Diffusion,18.01,268,2024
Manufacturing,ChatGPT,13.26,8369,2024
Education,Stable Diffusion,71.59,3514,2024
Technology,Bard,24.7,8582,2024
Education,ChatGPT,7.28,4382,2024
Transportation,Bard,16.3,937,2023
Agriculture,ChatGPT,32.07,5768,2024
Technology,ChatGPT,42.68,5633,2023
Education,Stable Diffusion,81.89,506,2024
Healthcare,Midjourney,29.83,9154,2024
Transportation,Midjourney,23.16,3100,2024
Manufacturing,Stable Diffusion,63.73,5669,2024
Transportation,ChatGPT,26.89,691,2023
Agriculture,Bard,77.89,3126,2024
Finance,ChatGPT,12.72,6011,2024
Technology,Bard,47.29,8217,2023
Education,ChatGPT,24.81,4231,2024
Manufacturing,ChatGPT,2.12,1674,2023
Manufacturing,ChatGPT,57.95,2749,2024
Education,ChatGPT,84.02,7327,2024
Agriculture,Midjourney,57.15,8549,2024
Manufacturing,Stable Diffusion,51.04,6133,2024
Finance,Bard,45.76,9496,2024
Education,ChatGPT,87.23,3506,2023
Healthcare,Midjourney,28.12,2730,2024
Healthcare,Midjourney,76.77,6601,2024
Agriculture,ChatGPT,42.49,3668,2024
Retail,Midjourney,8.49,4874,2023
Healthcare,Midjourney,23.23,1650,2024
Manufacturing,Midjourney,25.94,4930,2024
Agriculture,Midjourney,81.97,5270,2024
Healthcare,Midjourney,33.17,9100,2023
Retail,Midjourney,75.3,2025,2024
Finance,Bard,30.53,4799,2024
Technology,ChatGPT,54.56,3428,2024
Manufacturing,ChatGPT,9.82,8480,2024
Agriculture,Bard,23.23,509,2024
Manufacturing,Midjourney,74.72,8500,2023
Healthcare,Stable Diffusion,12.24,8133,2023
Agriculture,ChatGPT,69.88,4260,2023
Agriculture,ChatGPT,89.43,6536,2024
Transportation,Midjourney,72.58,2562,2024
Manufacturing,ChatGPT,73.68,9230,2023
Transportation,ChatGPT,62.42,2664,2024
Technology,ChatGPT,84.73,1232,2024
Education,Bard,13.61,6851,2024
Finance,Midjourney,92.42,5321,2024
Healthcare,Stable Diffusion,0.48,5736,2024
Finance,ChatGPT,28.92,3607,2024
Technology,ChatGPT,67.14,7842,2024
Education,Stable Diffusion,27.87,4406,2024
Healthcare,ChatGPT,3.57,3734,2024
Transportation,Stable Diffusion,86.55,1285,2024
Healthcare,Midjourney,27.21,9721,2024
Agriculture,Midjourney,95.95,9996,2023
Finance,Stable Diffusion,46.16,8737,2024
Healthcare,ChatGPT,47.06,9292,2024
Transportation,Stable Diffusion,89.14,869,2024
Finance,Midjourney,71.38,1717,2023
Manufacturing,ChatGPT,43.88,7417,2024
Transportation,Midjourney,29.89,5785,2024
Transportation,ChatGPT,58.45,7373,2024
Manufacturing,ChatGPT,55.07,2450,2024
Manufacturing,ChatGPT,22.52,8390,2023
Retail,Stable Diffusion,47.75,8280,2023
Manufacturing,Midjourney,79.66,7791,2024
Finance,Midjourney,2.02,4127,2024
Transportation,Stable Diffusion,71.9,8003,2024
Manufacturing,ChatGPT,78.51,7128,2024
Manufacturing,Bard,66.16,7989,2024
Technology,ChatGPT,81.18,2327,2024
Manufacturing,Midjourney,7.45,5384,2024
Manufacturing,Stable Diffusion,33.38,9835,2024
Healthcare,Stable Diffusion,40.01,8421,2023
Retail,ChatGPT,79.6,7554,2023
Technology,ChatGPT,26.72,2060,2023
Finance,Bard,40.68,2566,2024
Finance,ChatGPT,44.24,3604,2024
Finance,Midjourney,35.24,162,2023
Finance,Stable Diffusion,14.04,5187,2024
Education,ChatGPT,70.47,7013,2024
Finance,Midjourney,50.83,5263,2024
Manufacturing,ChatGPT,26.45,2472,2024
Manufacturing,Midjourney,96.17,4388,2024
Healthcare,Claude,38.03,599,2024
Healthcare,ChatGPT,18.8,2231,2024
Finance,Stable Diffusion,52.1,6694,2024
Retail,Midjourney,89.69,5262,2024
Manufacturing,Bard,81.79,429,2024
Manufacturing,Midjourney,77.52,444,2024
Agriculture,Claude,82.39,7872,2024
Technology,Stable Diffusion,41.17,7783,2023
Technology,ChatGPT,1.17,4721,2023
Technology,ChatGPT,69.42,9679,2024
Education,ChatGPT,19.06,9357,2024
Finance,Midjourney,38.76,598,2023
Transportation,Midjourney,40.77,9715,2024
Agriculture,Stable Diffusion,76.32,2784,2023
Manufacturing,ChatGPT,32.8,5357,2024
Transportation,ChatGPT,54.77,7480,2024
Manufacturing,Midjourney,31.49,7109,2024
Retail,ChatGPT,97.89,1474,2024
Retail,ChatGPT,63.98,1861,2024
Education,Midjourney,29.85,5453,2024
Agriculture,Midjourney,40.68,2868,2024
Education,Midjourney,3.11,7176,2024
Education,Stable Diffusion,94.03,607,2024
Agriculture,Bard,82.07,4920,2024
Agriculture,ChatGPT,43.64,9683,2024
Technology,Bard,90.59,6145,2024
Education,Bard,24.7,3948,2024
Manufacturing,Midjourney,38.78,3744,2023
Finance,ChatGPT,83.01,1754,2024
Technology,ChatGPT,34.87,7276,2024
Finance,ChatGPT,31.18,1952,2023
Education,ChatGPT,50.45,475,2023
Transportation,ChatGPT,50.69,2984,2023
Finance,Stable Diffusion,30.29,2824,2024
Agriculture,Midjourney,59.91,3146,2024
Finance,Bard,93.43,1846,2024
Technology,ChatGPT,40.55,4167,2024
Retail,Midjourney,49.69,5786,2024
Healthcare,ChatGPT,57.12,1830,2023
Technology,Bard,24.45,9491,2024
Education,ChatGPT,25.78,9559,2024
Education,ChatGPT,28.26,9126,2023
Agriculture,ChatGPT,92.59,8020,2024
Technology,ChatGPT,45.14,7015,2024
Retail,Midjourney,76.24,5043,2023
Manufacturing,ChatGPT,2.07,1809,2023
Transportation,ChatGPT,45.6,9651,2024
Technology,Midjourney,93.28,3980,2024
Technology,Stable Diffusion,63.08,4301,2024
Transportation,ChatGPT,18.15,595,2024
Retail,Midjourney,55.86,2326,2023
Transportation,ChatGPT,19.69,6032,2024
Retail,Stable Diffusion,36.15,817,2023
Technology,Stable Diffusion,25.79,896,2024
Retail,Midjourney,15.19,4422,2023
Finance,Midjourney,0.34,3666,2023
Retail,Bard,59.32,3509,2024
Retail,ChatGPT,97.89,4359,2023
Agriculture,ChatGPT,81.38,5464,2023
Education,ChatGPT,67.99,2559,2024
Agriculture,ChatGPT,4.54,2922,2023
Retail,ChatGPT,32.78,9099,2023
Agriculture,Stable Diffusion,81.52,5782,2024
Healthcare,ChatGPT,95.83,7706,2024
Transportation,ChatGPT,77.82,9572,2024
Agriculture,ChatGPT,17.67,6171,2024
Finance,Stable Diffusion,12.07,8306,2023
Healthcare,Midjourney,36.21,2543,2023
Technology,ChatGPT,92.23,5660,2024
Technology,ChatGPT,73.08,7072,2024
Healthcare,ChatGPT,38.24,6190,2023
Transportation,ChatGPT,47.12,2287,2024
Healthcare,Midjourney,71.63,1662,2024
Transportation,Bard,24.07,2261,2024
Transportation,ChatGPT,52.54,8561,2024
Technology,Midjourney,36.24,7726,2024
Retail,Midjourney,73.26,470,2024
Agriculture,Midjourney,73.19,955,2024
Healthcare,Midjourney,93.61,2222,2023
Manufacturing,ChatGPT,93.32,659,2023
Technology,Stable Diffusion,99.53,8844,2024
Agriculture,Midjourney,68.07,6379,2024
Finance,Claude,13.82,1870,2024
Agriculture,ChatGPT,89.78,416,2024
Finance,Midjourney,58.08,5635,2024
Finance,Midjourney,21.82,1977,2024
Education,Stable Diffusion,40.5,624,2024
Transportation,Claude,51.04,452,2024
Finance,ChatGPT,80.4,169,2024
Retail,ChatGPT,14.71,6643,2024
Transportation,Stable Diffusion,83.25,8234,2024
Agriculture,Midjourney,98.84,4390,2024
Technology,Stable Diffusion,78.71,583,2024
Agriculture,Stable Diffusion,19.22,6863,2023
Agriculture,Midjourney,40.85,4850,2024
Agriculture,ChatGPT,59.07,4228,2024
Finance,ChatGPT,89.81,5289,2024
Transportation,ChatGPT,92.2,2388,2024
Finance,ChatGPT,17.85,3751,2023
Technology,Stable Diffusion,63.02,8519,2024
Transportation,ChatGPT,97.22,424,2024
Transportation,Midjourney,46.04,9168,2024
Agriculture,Bard,59.59,457,2023
Finance,ChatGPT,35.36,8746,2024
Technology,Bard,66.15,3915,2023
Healthcare,ChatGPT,75.03,8391,2024
Transportation,ChatGPT,10.45,1063,2023
Agriculture,Midjourney,83.87,601,2023
Retail,ChatGPT,6.19,4039,2024
Retail,Midjourney,33.41,3173,2023
Retail,Midjourney,69.35,5173,2023
Technology,Bard,59.82,3533,2024
Finance,ChatGPT,7.61,4724,2024
Retail,Stable Diffusion,71.44,8264,2024
Manufacturing,Midjourney,15.86,9625,2024
Retail,Bard,29.21,3757,2024
Education,Claude,63.91,3508,2024
Transportation,Bard,96.86,629,2024
Manufacturing,Midjourney,0.68,7191,2023
Healthcare,ChatGPT,8.83,382,2024
Finance,Midjourney,91.69,2307,2024
Healthcare,ChatGPT,72.84,8252,2024
Technology,Midjourney,37.39,9862,2024
Finance,ChatGPT,25.41,7099,2024
Agriculture,Bard,71.48,8042,2024
Agriculture,Midjourney,79.92,7979,2024
Education,ChatGPT,80.75,408,2023
Retail,ChatGPT,89.71,2782,2023
Transportation,Claude,93.24,4738,2023
Manufacturing,ChatGPT,47.69,4907,2024
Healthcare,Midjourney,76.33,5552,2024
Healthcare,ChatGPT,49.57,882,2024
Transportation,ChatGPT,11.32,4251,2024
Manufacturing,Midjourney,66.86,707,2023
Technology,ChatGPT,21.72,8295,2024
Technology,Midjourney,31.68,2900,2024
Manufacturing,ChatGPT,30.2,6694,2023
Agriculture,ChatGPT,5.97,2512,2023
Agriculture,Stable Diffusion,12.91,7783,2024
Education,ChatGPT,7.57,273,2024
Transportation,ChatGPT,81.52,8583,2023
Retail,Claude,97.17,7719,2024
Retail,Midjourney,56.02,4709,2024
Agriculture,Midjourney,16.64,198,2023
Technology,Midjourney,28.95,7561,2024
Finance,Stable Diffusion,19.2,7154,2024
Manufacturing,ChatGPT,68.97,8960,2023
Transportation,Midjourney,95.26,943,2024
Finance,Claude,83.16,5778,2023
Technology,Stable Diffusion,46.18,8290,2023
Transportation,Midjourney,33.89,2704,2024
Agriculture,Stable Diffusion,30.9,3242,2024
Education,ChatGPT,17.67,2747,2024
Manufacturing,ChatGPT,40.08,9136,2024
Retail,Stable Diffusion,32.32,3734,2023
Transportation,ChatGPT,16.35,881,2023
Technology,Stable Diffusion,44,7122,2023
Manufacturing,Midjourney,5.01,4967,2024
Manufacturing,ChatGPT,2.64,7374,2023
Retail,ChatGPT,10.45,2641,2024
Retail,Claude,37.22,218,2024
Education,Stable Diffusion,27.54,8995,2024
Healthcare,Stable Diffusion,11,9814,2024
Transportation,ChatGPT,85.84,5548,2024
Technology,Claude,81.85,988,2024
Technology,Midjourney,75.86,1662,2024
Retail,Midjourney,70.67,5124,2024
Technology,Stable Diffusion,79.64,1155,2024
Finance,Stable Diffusion,27.46,7978,2024
Manufacturing,Midjourney,64.05,3322,2023
Finance,ChatGPT,87.59,7139,2024
Retail,ChatGPT,92.56,7132,2024
Retail,Midjourney,8.34,2456,2024
Finance,ChatGPT,10.88,432,2024
Manufacturing,Midjourney,47.74,6517,2024
Healthcare,Bard,21.46,2275,2024
Education,Stable Diffusion,14.74,599,2024
Agriculture,ChatGPT,42.47,366,2024
Agriculture,ChatGPT,60.55,825,2023
Retail,ChatGPT,35.7,3293,2023
Healthcare,Midjourney,72.42,5978,2024
Transportation,Midjourney,46.68,3279,2023
Agriculture,ChatGPT,99.12,458,2024
Finance,ChatGPT,53.43,842,2023
Retail,ChatGPT,7.76,982,2023
Education,Bard,23.29,7934,2023
Education,Bard,70.27,1730,2024
Transportation,Midjourney,87.62,7570,2023
Retail,Midjourney,53.33,4334,2024
Retail,ChatGPT,78.96,7013,2024
Transportation,ChatGPT,48.42,9234,2024
Healthcare,Stable Diffusion,13.29,8481,2024
Finance,ChatGPT,51.75,4919,2024
Transportation,ChatGPT,22.19,9643,2024
Manufacturing,Stable Diffusion,87.25,7494,2023
Transportation,Stable Diffusion,4.18,9270,2024
Manufacturing,Stable Diffusion,31.34,8127,2024
Healthcare,ChatGPT,34.86,1606,2024
Manufacturing,ChatGPT,77.83,7915,2024
Finance,Bard,37.08,1087,2023
Agriculture,Midjourney,81.83,8390,2024
Education,Midjourney,63.92,8644,2024
Finance,ChatGPT,6.65,1158,2023
Agriculture,Midjourney,76.03,9018,2024
Retail,Midjourney,47.82,5089,2024
Technology,ChatGPT,17.05,600,2023
Finance,Claude,77.77,5480,2024
Finance,Stable Diffusion,73.98,1664,2023
Manufacturing,ChatGPT,24.61,945,2024
Healthcare,ChatGPT,98.03,1733,2023
Manufacturing,Midjourney,45.56,5195,2024
Agriculture,Bard,45.68,9960,2023
Healthcare,Midjourney,79.76,1904,2024
Technology,Midjourney,47.51,1679,2024
Retail,ChatGPT,76.86,871,2024
Retail,Midjourney,79.79,7560,2024
Agriculture,ChatGPT,9.64,3896,2024
Manufacturing,Claude,21.75,3060,2024
Transportation,Midjourney,54.45,4475,2024
Healthcare,ChatGPT,36.29,859,2024
Retail,Stable Diffusion,98.88,840,2024
Transportation,ChatGPT,88.42,9887,2024
Finance,Bard,97.41,7006,2024
Technology,Midjourney,23.83,4804,2024
Healthcare,Stable Diffusion,59.94,1663,2024
Transportation,Midjourney,26.02,7901,2024
Finance,Bard,18.48,8766,2024
Transportation,Midjourney,60.68,6269,2024
Transportation,Midjourney,38.79,5628,2023
Healthcare,Midjourney,16.95,3650,2024
Transportation,ChatGPT,41.62,8772,2024
Transportation,Midjourney,34,852,2024
Education,ChatGPT,10.83,7819,2024
Transportation,Midjourney,22.69,1388,2023
Healthcare,Midjourney,35.78,2641,2024
Retail,ChatGPT,31.89,5691,2024
Technology,ChatGPT,5.12,6318,2024
Agriculture,ChatGPT,5.37,1499,2023
Healthcare,Midjourney,9.73,8960,2023
Manufacturing,ChatGPT,84.14,4553,2024
Retail,Stable Diffusion,40.55,333,2023
Retail,ChatGPT,27.09,259,2024
Retail,Bard,43.05,4189,2024
Retail,Midjourney,48.62,4400,2024
Agriculture,Stable Diffusion,22.94,3673,2024
Agriculture,Midjourney,47.38,4111,2023
Finance,Midjourney,98.76,6922,2024
Retail,Claude,35.69,6784,2024
Retail,ChatGPT,18.03,5588,2024
Transportation,ChatGPT,60.11,4397,2023
Transportation,Midjourney,25.39,6440,2023
Technology,ChatGPT,1.31,6757,2023
Retail,Midjourney,90.57,1904,2024
Agriculture,ChatGPT,16,6375,2023
Healthcare,ChatGPT,31.07,3869,2023
Transportation,ChatGPT,53.52,986,2023
Education,Midjourney,66.45,9915,2024
Healthcare,Claude,74.77,7653,2024
Finance,ChatGPT,19,663,2023
Retail,Midjourney,1.16,2020,2024
Agriculture,ChatGPT,98.96,658,2024
Agriculture,Midjourney,67.45,7549,2024
Education,Stable Diffusion,24.85,5583,2023
Technology,Midjourney,10.45,2201,2023
Transportation,Midjourney,77.17,2429,2024
Agriculture,ChatGPT,18.23,8542,2024
Retail,ChatGPT,53.69,5930,2023
Finance,Midjourney,85.36,970,2023
Education,Bard,80.01,4266,2024
Retail,Bard,24.63,5923,2023
Agriculture,Midjourney,68.53,316,2023
Education,ChatGPT,90.54,4854,2024
Healthcare,ChatGPT,88.04,9635,2024
Technology,Stable Diffusion,77.43,7987,2024
Manufacturing,ChatGPT,56.19,1998,2024
Healthcare,Stable Diffusion,24.57,129,2024
Technology,ChatGPT,91.05,6136,2024
Manufacturing,Bard,63.43,8643,2024
Manufacturing,Midjourney,93.94,8159,2024
Finance,Midjourney,87.33,6886,2023
Transportation,Stable Diffusion,86.35,5398,2023
Technology,Midjourney,60.06,574,2023
Transportation,Stable Diffusion,27.23,2176,2023
Retail,Stable Diffusion,28.12,745,2023
Agriculture,Midjourney,31.24,2317,2024
Technology,Stable Diffusion,70.3,746,2023
Healthcare,Stable Diffusion,76.38,1777,2023
Agriculture,Bard,94.3,4970,2024
Retail,Midjourney,57.39,3148,2024
Transportation,Stable Diffusion,95.02,9081,2023
Finance,ChatGPT,90.64,5233,2024
Technology,Midjourney,46.53,8229,2024
Technology,Claude,71.97,5026,2023
Manufacturing,ChatGPT,32.36,7353,2023
Technology,ChatGPT,33.34,4806,2024
Transportation,Midjourney,80.98,5235,2023
Retail,ChatGPT,94.59,9159,2024
Manufacturing,ChatGPT,70.04,5692,2023
Transportation,Bard,18.69,1742,2024
Agriculture,Stable Diffusion,64.03,5174,2024
Agriculture,Claude,48.82,756,2024
Technology,ChatGPT,63.14,8642,2024
Retail,Midjourney,31.01,6178,2024
Healthcare,ChatGPT,52.14,156,2023
Technology,ChatGPT,84.97,675,2024
Technology,ChatGPT,26.55,3735,2023
Technology,Stable Diffusion,17.69,614,2023
Technology,Bard,15.04,5902,2024
Manufacturing,Bard,41.32,491,2024
Healthcare,ChatGPT,74.35,655,2024
Manufacturing,Claude,14.96,6725,2023
Retail,Claude,93.54,7002,2023
Finance,Stable Diffusion,77.58,4008,2023
Transportation,ChatGPT,99.54,6251,2024
Education,Claude,44.71,1086,2023
Manufacturing,ChatGPT,57.6,4344,2024
Technology,ChatGPT,59.24,9521,2024
Finance,Bard,64.99,1606,2023
Healthcare,Bard,6.89,5635,2024
Retail,Bard,43.68,9807,2024
Agriculture,ChatGPT,64.66,7594,2023
Manufacturing,Claude,1.66,7904,2024
Healthcare,ChatGPT,34.59,9671,2024
Finance,Midjourney,58.6,6996,2024
Healthcare,ChatGPT,45.92,707,2024
Healthcare,ChatGPT,98.9,9504,2023
Finance,ChatGPT,88.83,3992,2024
Retail,Midjourney,9.76,2261,2023
Manufacturing,Bard,79.17,5144,2024
Transportation,ChatGPT,78.62,9753,2024
Transportation,ChatGPT,22.18,8257,2023
Technology,Bard,72.23,7602,2024
Technology,Midjourney,0.47,893,2023
Finance,Midjourney,58.87,7016,2023
Technology,Bard,42.64,1032,2024
Manufacturing,Midjourney,6.16,6625,2024
Education,Stable Diffusion,79.88,9983,2024
Finance,Bard,20.56,9010,2024
Agriculture,Midjourney,10.72,7390,2024
Transportation,ChatGPT,13.59,6385,2024
Healthcare,ChatGPT,69.44,1583,2024
Manufacturing,ChatGPT,23.56,4238,2024
Education,Midjourney,57.96,5281,2024
Manufacturing,Midjourney,10.99,540,2024
Agriculture,Midjourney,77.37,4964,2024
Healthcare,ChatGPT,16.19,4026,2024
Education,Stable Diffusion,39.08,5928,2023
Healthcare,Midjourney,36.04,6693,2023
Finance,Midjourney,81.78,9522,2024
Education,ChatGPT,35.42,2716,2024
Technology,ChatGPT,46.66,9793,2024
Manufacturing,ChatGPT,5.62,209,2024
Transportation,Midjourney,34,9523,2024
Transportation,Stable Diffusion,35.08,2090,2023
Transportation,Bard,1.29,7665,2024
Manufacturing,ChatGPT,46.34,2745,2024
Technology,Stable Diffusion,89.73,649,2024
Agriculture,Claude,9.89,1692,2024
Agriculture,Stable Diffusion,7.47,3126,2024
Transportation,Midjourney,95.46,638,2024
Transportation,Stable Diffusion,68.57,8618,2023
Technology,ChatGPT,23.08,7186,2024
Healthcare,Midjourney,49.53,5031,2024
Education,Midjourney,30.17,3673,2024
Retail,ChatGPT,46.79,1026,2023
Healthcare,Midjourney,80.07,9807,2024
Finance,ChatGPT,53.64,2553,2024
Transportation,ChatGPT,6.01,7808,2023
Healthcare,ChatGPT,87.04,4422,2024
